_id,closing,contract_location,contract_value,details_url,notice_status,notice_type,provider,publication_date,summary,title
60adf468824d09ebe4e3f744,"10 June 2021,  5pm",GL50 9SA,"£0 to £50,000",https://www.contractsfinder.service.gov.uk/notice/acc72a90-b405-4fb9-9c82-0398976bace4?origin=SearchResults&p=40,Open,Opportunity,Cheltenham Borough Council,13 May 2021,"Cheltenham has a thriving night-time economy, the biggest night life scene between Bristol and Birmingham and the third largest in the South West, with over 450 licensed premises attracting up to 20,000 visitors each weekend. Whether they are visiting one of the numerous bars, award winning restaurants, late night clubs, theatre or multiplex cinema it is imperative that everything is done to make late night Cheltenham a safe place to visit for all and the night-time economy continues to flourish.      Since 2006 when the Reducing Alcohol Related Violence project; supported by funding from Government Office South West, was launched in Cheltenham, a great deal of effort has gone into reducing alcohol related harm and disorder in the town. The Codes of Practice launched in 2007 laying down common sense principles for all sectors of the night-time economy were the first such set of codes produced in the UK and were acknowledged as best practice by the Home Office.            Taxi marshals were introduced at weekends and on race days at the busy rank in the Promenade, helping to reduce disorder and get revellers home quickly and safely.            The Promenade is the busiest taxi rank in Cheltenham with as many as 2,000 using the rank each weekend and upward of 20,000 during the Cheltenham Gold Cup week.",Taxi Rank Security - Promanade Cheltenham
60adf469824d09ebe4e3f745,"14 June 2021, 12pm",Any region,"£1,300,000 to £2,000,000",https://www.contractsfinder.service.gov.uk/notice/04c5be18-53ca-47f3-b2fb-31a6828f40a7?origin=SearchResults&p=40,Open,Opportunity,Leidos Supply,13 May 2021,"Team Leidos are proud to be delivering the logistics commodities and services transformation (LCS(T)) Delivery partner contracts (LCS (T)/0001 dated 16.4.2015) on behalf of the UK Ministry of Defence (the 'Prime Contract'). Delivery of other parts of the LCS(T) contract are delivered by Leidos Europe Ltd (LEL) and other partners (together 'Team Leidos'). This requirement is subject to the Public Procurement Regulations and respective advertising action. The Defence ClothingTeam, which forms part of Leidos Supply Ltd is considering the potential requirement for the supply of Face Coverings on behalf of the UK MOD.The total estimated value for this contract will up to £2,000,000, with a total contract length of 2 Years. The Contract will have an initial term of 12 months with an option to extend up to a total period of 24 months.If this is of further interest, please register on our eProcurement system, Jaggaer:https://leidos-supply.app.jaggaer.comBidders will be able to register on the system, and once registered they can express their interest and complete their bid on there. Should Bidders have any queries regarding the system, please contact the support team on the front page of the Jaggaer website, where it says 'Need assistance?', for help. Any queries regarding the tender itself, as opposed to the system, should be directed through Jaggaer&apos;s messaging centre.",LSL/DC/0132 - The Supply of Face Coverings
60adf469824d09ebe4e3f746,"4 June 2021,  1pm",South East,"£400,000",https://www.contractsfinder.service.gov.uk/notice/d0beccb8-9299-4338-aa51-6e7fa327f928?origin=SearchResults&p=40,Open,Opportunity,Eastleigh Borough Council,13 May 2021,Please see Pro Contract for full details.,St.Pauls Church_ Extension and Refurbishment Works
60adf469824d09ebe4e3f747,"28 May 2021, 12pm",North West,"£40,000",https://www.contractsfinder.service.gov.uk/notice/e7889b07-4396-403f-9ec5-85ecde91a6d4?origin=SearchResults&p=40,Open,Opportunity,Blackpool Council,13 May 2021,"LOCATION: Site is approximately 1 mile south of Blackpool Tower, located on a busy area of the Promenade between Withnell Road and Osborne Road, adjoining the Velvet Coaster and close to the entrance to Blackpool Pleasure Beach.DESCRIPTION: An approximately level rectangular site of approximately 2000 sq m (measured externally) bounded on three sides by walling and a Danfo Toilet to the southern boundary. The site is part-paved and part-grassed area. United Utilities have some underground drainage structures which may need to be accessed.PROPOSAL: Proposals are invited for a summer leisure use only with moveable structures to allow access to United Utilities' facilities. Award will be based on most appropriate use for this prestigious site.USE: Leisure use only. Proposals may include seasonal sale of food and drink and any structures would require to be capable of movement at short notice in the event of access required by United Utilities to its underground network. Licensee will be responsible for gaining any necessary planning consents.TERM: A summer licence (1st June 2021 - 15th January 2022) to use Plot A would be available. Offers invited for a licence fee in excess of £40,000 per annum plus any services and prior in advance of occupation.",Lease Opportunity for Leisure use on Prime Blackpool Promenade Location
60adf469824d09ebe4e3f748,"13 June 2021, 11:59pm",SG17 5TQ,£0,https://www.contractsfinder.service.gov.uk/notice/686590be-2bba-4b8b-8b80-26c4c45a0d45?origin=SearchResults&p=40,Open,Opportunity,Central Bedfordshire Council,13 May 2021,"Supply of 5-meter Sectional 4 Position Raise & Lower Columns in Aluminium                  Central Bedfordshire Council requires the supply of 5m Raise and Lower Aluminium Lighting Columns to comply with BS EN 40-3             **Please take note of the information supplied within the SSQ/Tender documents, the guidance is to help you keep within our requirements. If you supply information that has not been requested, it will not be considered and will not form part of the evaluations process. Also be aware of the Word Count limits, any information going over will not be evaluated.             Please note timeline with regards to questions and submission dates.             All communication/correspondence and clarifications must be sent via the In-tend portal. Please do not contact the Service area directly.             Please view the 'Clarification' tab for any updates or responses to questions asked.             Please avoid uploading your return just prior to closing deadline as you may incur IT issues and we will not accept Tender Returns via e-mail.             The Council will provide as much support and information as it can to help guide you through the Tender process.  Questions asked together with the response, will be made available to all suppliers tendering, to ensure a fair and consistent approach to all. If there is anything you are not sure of or need clarification of, then please contact us using the correspondence facility within the In-tend electronic tendering system.             Please ensure that you inform us of your decision to participate. To submit a response, you will be required to Opt In.             Opt In- This will confirm to us of your involvement and your intention to submit a return.             Opt Out- This will confirm to us that you are not submitting a return. You will be able to provide a reason as to your decision and have the option to cease any system-generated communication. You will be able to opt back in at any point.             Target contract commencement date: 05 July 2021      Contract term: 2 years (+1+1+1 optional)",CBC-1210-T-TS Aluminium Columns
60adf46a824d09ebe4e3f749,"21 June 2021, 12pm",London,"£650,000 to £750,000",https://www.contractsfinder.service.gov.uk/notice/53173383-ebc8-462e-8af2-d8835b138610?origin=SearchResults&p=40,Open,Opportunity,London Borough of Camden,13 May 2021,"The provision of Public Funeral Services. The contract will be for an initial term of 3 years, with two optional extension periods of one year each. The estimated annual contract value will be £140,000, and the estimated value for the initial term of 3 years will be £420,000. The estimated value of the contract if both extensions are taken up will be £700,000.",Public Funeral Services
60adf46a824d09ebe4e3f74a,"10 June 2021, 12pm","North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, South West","£300,000 to £900,000",https://www.contractsfinder.service.gov.uk/notice/46be077d-7160-45c3-b388-bff1cf8e6f6d?origin=SearchResults&p=40,Open,Opportunity,Department for Education,13 May 2021,"The Department is making available up to £300,000 of grant funding per financial year for 2021/22, 2022/23 and 2023/24, to start or develop an existing programme that improves and increases PE and school sport opportunities available to pupils with Special Educational Needs and Disabilities (SEND). Grant funding beyond 2021/22 will be subject to agreement of departmental priorities as part of the Spending Review and assessment of programme performance.The Department is looking for measurable and sustained improvement in the opportunities that pupils with SEND have to access PE and school sport. PurposeThe successful bid will deliver a programme that will improve and increase PE and school sport opportunities available to pupils with SEND. The successful bid must outline how the proposed programme of activity will impact on the following: -	The quality of schools' PE and sports teaching and provision for SEND pupils.-	Opportunities for pupils with SEND to achieve 30 active minutes within the school day.-	The engagement and participation of pupils with SEND in PE and school sport.-	Character education, such as resilience, leadership and self-belief, for pupils with SEND through PE and school sport.",PE SEND Programme
60adf46a824d09ebe4e3f74b,"8 June 2021,  1pm",England,£0,https://www.contractsfinder.service.gov.uk/notice/35e2b6e3-c459-4ea7-b547-b2a1b841e503?origin=SearchResults&p=40,Open,Opportunity,London Borough of Ealing,13 May 2021,"The West London Alliance is seeking to procure a partner to undertake research on the benefits of fibre and 5G connectivity, prepare a set of case studies and use existing research to develop a series of personas, infographics and user journeys to convey benefits to different stakeholders. The partner will also be required to develop white label communications materials that can be used by the seven WLA boroughs (branded up locally) to promote interest in fibre to residents and businesses to drive demand.",Contract for Communications Programme on the Benefits of Digital Connectivity for Residents and Businesses
60adf46a824d09ebe4e3f74c,"22 June 2021,  1pm",South West,"£750,000",https://www.contractsfinder.service.gov.uk/notice/e18b43bd-8f39-4be2-aa1d-e135dab56aa7?origin=SearchResults&p=40,Open,Opportunity,Somerset West and Taunton Council,13 May 2021,"The Council has a requirement  to appoint a suitably accredited and experienced Contractor to undertake the design and delivery of a  programme of works to  install new emergency lighting, power and containment within communal areas in to up to 212 number Flat Blocks owned by the Council. The majority of the 212 Flat Blocks are two storey properties.  Tenderers are required to submit an 'All in Rate' for the design and installation of Emergency Lighting Solutions to each Flat Block.                                                                                                                                                                                                             The Contractor shall deliver the following overarching requirements;•	Produce high-quality designs guaranteeing compliance with all relevant legislation and, as far as is reasonable, provide for the future proofing of the Installations.•	Ensure uniformity in the supply and installation of  Key Components•	Innovate in the design and delivery process and minimise the total cost and   life cycle costs of the Installations.•	Produce a quality product with zero defects at handover.•	Work effectively with the Council to deliver the scheme within budget and programme.",Emergency Lighting Programme 2021/2022 - HRA Blocks
60adf46a824d09ebe4e3f74d,"9 July 2021,  2pm",East Midlands,"£4,750,000",https://www.contractsfinder.service.gov.uk/notice/47c72c61-b532-4f0c-8610-cdea97ddb3e1?origin=SearchResults&p=40,Open,Opportunity,Derby City Council,13 May 2021,"Project MUNIO is a Derby City Council flood management project that will promote climatechange adaptation, risk prevention and management through the delivery of works that willcontribute towards the creation of the blue and green conveyance corridor at key areas ofthe Lower Derwent corridor, through the center of Derby City.Project MUNIO is part funded by the European Regional Development Fund (ERDF) and has already delivered a series of measures in Derby.The project forms a key element of the overall Our City Our River (OCOR) Masterplan project and will provide the City of Derby with more resilient flood alleviation measures to help cope with more extreme and intense flooding events brought about by climate change.The works will consist of the design and build of a new off line pumping station (Mill FleamPumping Station) and associated works; including flow control structures, flood defencewalls, control panel, standby generator, housing building, M&E work at the Mill Fleam site.The work includes the provision of landscaping and environmental works required at thislocation.The form of contract to be used for this project shall be Option A of the NEC4 Engineeringand Construction Contract (ECC).The contract period is 1 year and 2 months, the contract is estimated to commence 6September 2021 and complete by 31 October 2022Please note, suppliers wishing to express interest and obtain the documentation, must do so by 15:00 on 8 July 2021. It is recommended that you express interest and obtain the documentation well before this time to allow sufficient time to prepare and submit a comprehensive response. The deadline for returns is 14:00 on 9 July 2021.Please visit the Council's e-tendering system https://www.eastmidstenders.org where you can express interest and obtain the documents, (please note we will only accept expressions of interest through the e-tendering system. Please search for TD1650 (DN502340)Please note, suppliers wishing to express interest and obtain the documentation, must do so by 15:00 on 8 July 2021. It is recommended that you express interest and obtain the documentation well before this time to allow sufficient time to prepare and submit a comprehensive response. The deadline for returns is 14:00 on 9 July 2021Please visit the Council's e-tendering system  https://www.eastmidstenders.org where you can express interest and obtain the documents, (please note we will only accept expressions of interest through the e-tendering system. Please search for TD1650 (DN502340)",TD1650 - MUNIO Design and Build of a new off line pumping station (Mill Fleam Pumping Station) and associated works
60adf46b824d09ebe4e3f74e,"15 June 2021, 12pm",West Midlands,"£520,000",https://www.contractsfinder.service.gov.uk/notice/258f1733-208b-4e0c-8711-eb900b3cc476?origin=SearchResults&p=40,Open,Opportunity,Shropshire Council,13 May 2021,"This is a framework arrangement for the replacement and renewal of kitchen equipment.  Shropshire Council is seeking a maximum of up to three contractors, that must be able to provide the vast majority of items listed in the ITT documents, to be accepted onto the framework .  Accepted contractors will have to have meet all the pass/fail requirements and receive a minimum quality score as set out in the tender documentation.            Geographical areas covered by this arrangement will be Shropshire. Herefordshire, Worcestershire, West Midlands, North Wales and Staffordshire.            The framework arrangement will commence on 1st September 2021 for an initial period of 2 years with the option to extend for a further period of up to 2 years",RMCS 029 - Supply of Heavy Kitchen Equipment
60adf46b824d09ebe4e3f74f,"26 May 2021,  2pm",South East,"£70,000",https://www.contractsfinder.service.gov.uk/notice/6e491e83-c64b-4be5-882f-3f9784e28169?origin=SearchResults&p=40,Open,Opportunity,Medway Council,13 May 2021,"Medway Council requires refurbishment works to be carried out in the old vicarage, Upnor, Rochester for the building to be re-purposed for a children's assessment unit. A site visit is recommended in order to get an overview of the building and project",The Provision of Refurbishment of The Old Vicarage
60adf46b824d09ebe4e3f750,"14 June 2021,  2pm",England,"£250,000",https://www.contractsfinder.service.gov.uk/notice/f6ae17ba-a2c6-498b-9c41-3bfdb6827ce3?origin=SearchResults&p=40,Open,Opportunity,Newcastle University,13 May 2021,"A new £50m building scheme is now running and includes the National Innovation Centre for Data (NICD) and a range of external partners in one building located on the Newcastle Helix siteAs part of the NICD, we are creating a set of leading-edge visualization facilities for the high-quality presentation and interaction with data to a wide range of audiences over the next five years. This is part of the wider initiative in the University investing in Data and Data Science including AI and machine learning within an overarching Newcastle Centre for Data https://www.ncl.ac.uk/research/data/In this instance, the University is tendering for the purchase of a Foyer Double Sided Display.The scope of this contract is for the design, supply, delivery and installation of the visualization system as detailed in the ITT documentation, with after-sales support and 60 months warranty and maintenanceExpressions of interest in this project can be made by registering via the University's e-tendering portal at: https://procontract.due-north.com/Advert/Index?advertId=813ae792-68b2-eb11-810c-005056b64545The contract reference is NU/1667.The deadline for submitting a tender is Monday 14th June 2021 at 14:00 hours BST",(NU/1667) Supply and Installation of a Foyer Double Sided Display for the National Innovation Centre for Data
60adf46b824d09ebe4e3f751,"4 June 2021,  1pm",North West,"£1,000,000",https://www.contractsfinder.service.gov.uk/notice/82c0cd92-3fe6-4911-acfc-b9115237d220?origin=SearchResults&p=40,Open,Opportunity,Greater Manchester Combined Authority,13 May 2021,GMCA seeks suppliers to submit quotes for the replacement of the perimeter fence at Waithlands Closed Landfill Site. The site comprises a large open section of land to the north of Chichester Street which becomes wooded and falls steeply to the River Roch to the north. The existing perimeter fencing has degraded beyond its useful life and needs to be replaced. Planning permission for this replacement is in place.,Perimeter Security Fence replacement at GMCA Waithlands Closed Landfill Site
60adf46c824d09ebe4e3f752,"27 May 2021,  1pm",England,"£35,000",https://www.contractsfinder.service.gov.uk/notice/4e03a3f2-8066-4a73-baa0-1e6af0f37b59?origin=SearchResults&p=40,Open,Opportunity,Hull City Council,13 May 2021,"Hull City Council (The Authority) invites quotes from suitably qualified and experienced organisation to undertake the Footway Reconstruction of Dunvegan Road (Kingston upon Hull). Works are anticipated to commence 14 June 2021 ending by 8 August 2021. The Authority has estimated the value of the Works at £35,000.00. The estimated value is given in good faith to assist Tenderers in making their submissions. It should not be interpreted as an undertaking to purchase any goods, services or works to any particular value by the Authority and does not form part of the Contract. Further information is contained within the Scope of Works/tender documentation.",Dunvegan Road Footway Reconstruction.
60adf46c824d09ebe4e3f753,"9 June 2021,  1pm",North West,£0,https://www.contractsfinder.service.gov.uk/notice/d82da926-64c3-4f5f-a80a-c8f2dd1f70ff?origin=SearchResults&p=40,Open,Opportunity,Carlisle City Council,13 May 2021,"Carlisle City Council is seeking contractors to provide roofing and roof-line measures as part of an existing programme of Discretionary Housing Grants available through the City Council's Home Improvement Agency, Homelife Carlisle.",Appointment to a Framework Agreement for Roofing for Domestic Properties
60adf46c824d09ebe4e3f754,"10 September 2021, 12pm",Any region,"£3,600,000 to £5,400,000",https://www.contractsfinder.service.gov.uk/notice/5fd76d50-ffe2-44f5-ac17-e77737826ac7?origin=SearchResults&p=40,Open,Opportunity,Leidos Supply,13 May 2021,"Team Leidos are proud to be delivering the logistics commodities and services transformation (LCS(T)) Delivery partner contracts (LCS (T)/0001 dated 16.4.2015) on behalf of the UK Ministry of Defence (the 'Prime Contract'). Delivery of other parts of the LCS(T) contract are delivered by Leidos Europe Ltd (LEL) and other partners (together 'Team Leidos'). This requirement is subject to the Public Procurement Regulations and respective advertising action. The Defence Clothing Team, which forms part of Leidos Supply Ltd is considering the potential requirement for the supply of Socks Various on behalf of the UK MOD.The total estimated value for this contract will be between £3,600,000 - £5,400,000 with a total contract length of 3 plus 1 option Year.If this is of further interest, please register on our eProcurement system, Jaggaer:https://leidos-supply.app.jaggaer.comBidders will be able to register on the system, and once registered they can express their interest and complete their bid on there. Should Bidders have any queries regarding the system, please contact the support team on the front page of the Jaggaer website, where it says 'Need assistance?', for help. Any queries regarding the tender itself, as opposed to the system, should be directed through Jaggaer&apos;s messaging centre.",The Supply of Socks Various
60adf46c824d09ebe4e3f755,"28 May 2021,  1pm",Yorkshire and the Humber,"£40,000",https://www.contractsfinder.service.gov.uk/notice/426970ac-d063-47f2-8312-c3dd8a1fee3b?origin=SearchResults&p=40,Open,Opportunity,North Yorkshire County Council,13 May 2021,"The removal and replacement of parapet stones, general repointing and scour repair at Brompton Station Bridge.",Brompton Station Bridge Parapet Repair and Repointing
60adf46c824d09ebe4e3f756,"28 May 2021, 12pm",Yorkshire and the Humber,"£50,000 to £100,000",https://www.contractsfinder.service.gov.uk/notice/1ffd1a1f-ef0a-4008-84a4-19a00f20aa40?origin=SearchResults&p=40,Open,Opportunity,University of Leeds,13 May 2021,The Smart Grid Group of the School of Electronic and Electrical Engineering at the University of Leeds is seeking tenders in respect of facilities for building a smart grid laboratory with detailed specifications as described in the tender document pack,GB-Leeds: Smart Grid Laboratory
60adf46d824d09ebe4e3f757,"14 June 2021,  1pm",East Midlands,"£60,000",https://www.contractsfinder.service.gov.uk/notice/3ce69aac-86ea-4bd5-b5a8-abb083d94750?origin=SearchResults&p=40,Open,Opportunity,North West Leicestershire District Council,13 May 2021,"North West Leicestershire District Councils (NWLDC) Community Focus team works with parish and town councils, community groups other organisations and other district council services to enhance communities in North West Leicestershire. We offer support and advice to solve local problems, working with other district council teams in partnership with residents, groups and other service Providers. Greenhill is the largest managed housing stock estate NWLDC own and has in excess of 800 family properties. The Council is seeking to contract with a company or organisation who has the required expertise, knowledge and skills to run and deliver youth support services in the Greenhill area of Coalville on their behalf. Delivery of services will commence in July 2021 and Suppliers will need to be able to deliver to the timescales. Further information is contained in the tender documents.",NWL 128 Youth Support Services - Greenhill Coalville
60adf46f824d09ebe4e3f758,"28 May 2021,  1pm",England,"£17,000,000",https://www.contractsfinder.service.gov.uk/notice/b56ad596-9c48-476a-b95c-265fffc6eae8?origin=SearchResults&p=41,Open,Opportunity,North Yorkshire County Council,13 May 2021,"Provision of special educational needs and disability home to school transport for pupils attending the following special schools:• Brompton Hall School, near Scarborough• Forest School, Knaresborough• Forest Moor School, near Harrogate• Marchbank School, Darlington• Springwater School, near Harrogate• Woodlands Academy, ScarboroughIn addition to the above, a number of mainstream contracts in Harrogate.",SEN Home to School Transport (plus several mainstream home to school contracts in the Harrogate area)
60adf470824d09ebe4e3f759,"4 June 2021,  5pm",Any region,"£0 to £25,000",https://www.contractsfinder.service.gov.uk/notice/81f3de16-076a-4334-a867-e8c8c0a22f3d?origin=SearchResults&p=41,Open,Opportunity,Foreign Commonwealth and Development Office,13 May 2021,"A successful bidder should be expected to plan, organise and deliver (including facilitation) two one-day virtual European ARA workshops; and produce a short synthesis report on action-oriented research and innovation for climate adaptation and resilience. Full information and bidding process on https://fcdo.bravosolution.co.uk.",European Workshop on Adaptation Research Alliance
60adf470824d09ebe4e3f75a,13 August 2021,England,NA,https://www.contractsfinder.service.gov.uk/notice/f4777bf6-f642-48e3-9d62-994b277ea8f1?origin=SearchResults&p=41,Open,Early Engagement,London Borough of Southwark,13 May 2021,"Southwark Council is wishing to engage with providers of children's residential care services, in order to gain an understanding and insight of this market. This market insight questionnaire will provide commissioners with an initial overview of the type, and characteristics of organisations who currently provide children's residential placements.   We would like to hear from any organisations who are currently providing these services to further understand:   •	Size of market•	Types of service providers •	Types of properties •	Potential challenges, issues and/or risks and•	Identify gaps. The London Tenders Portal The Council is using the London Tenders portal to conduct this exercise, which can be accessed using this link https://www.londontenders.org/ Providers should express and interest in this opportunity which will then provide access to the project dashboard (DN543415) Children's Residential Home in Southwark - Market Questionnaire. Providers will then be able to upload their market questionnaire response via the messaging facility located on the project dashboard. The use of this system allows a full audit trail of communication with providers to ensure fair treatment as well as to maintain full confidentiality of the questionnaire responses received. If you require assistance in using the London Tenders portal please contact their Support Helpdesk by email ProContractTenderers@proactis.com for all support issues. This will auto-log a support ticket. On logging a ticket, if you have not already logged one before, you will be issued with a registration email that will give you instructions to allow you to log in, log, review and update your own tickets. To register please visit 'Procontract' Supplier Portal and from the homepage click on 'Register' to complete the simple registration process. https://procontract.due-north.com and send your response using the correspondence facility.",LBS Children and Young People Residential Care Market Questionnaire
60adf470824d09ebe4e3f75b,"18 June 2021,  1pm",England,"£2,562,000",https://www.contractsfinder.service.gov.uk/notice/02aeca15-a320-4705-9f2e-71af5ec2fa4f?origin=SearchResults&p=41,Open,Opportunity,Barnsley Metropolitan Borough Council,13 May 2021,"The Council, on behalf of Berneslai Homes and Sheffield City Council is looking to appoint a term contract for the provision of:1. Supply and install new stairlifts.2. Maintenance/repair/service/adaptation of existing stairlifts.3. Removal, storage, refit of existing stairlifts.4. Fix only stairlifts supplied by others.5. Provision of warranty for all new supplied and installed stairlifts.6. Contract to be accessible by Sheffield City Council and Barnsley MBC's Disabled Facilities Grants (DFG) Team.7. Option of pre-paid maintenance warranty8. Prioritising refurbishment and recycle of existing stairlifts wherever possible.The contract is for 3 years with option to extend for two further years (1+1) starting November 2021.",Provision of Stairlifts Term Contract (2021 - 2024)
60adf470824d09ebe4e3f75c,"7 June 2021,  1pm",United Kingdom,"£10,000 to £15,000",https://www.contractsfinder.service.gov.uk/notice/bee85e76-1d9a-4918-bb06-6983eeb6e9cf?origin=SearchResults&p=41,Open,Opportunity,Salvation Army Housing Association,13 May 2021,"Salvation Army Housing Association (saha) is seeking quotations from organisations experienced and competent in providing support in reviewing and presenting stock condition validation data that provides assurance and recommendations that saha is able to achieve decent homes compliance, building sustainability and energy efficiency sap ratings band C and above All properties at EPC grade D or below to be appraised during 21/22 with an aim to improve overall SAP rating to 75 by 2025Saha has conducted a full review of its stock condition data which has been completed by internal stakeholders to validate the asset, decent homes life cycle dates and SORs. Saha uses the Estate Pro asset management software with specific schedule of rates to calculate strategic cost and budgetary plans.  Saha are looking to work with a specialist provider that can support the asset management team in assessing and reviewing the stock condition of saha properties with representative sample across all geography and portfolio accommodation types, the opportunity is a support function working with and reporting into the saha asset management team.The stock condition validation and recommendations survey represents a significant opportunity for saha to provide assurance to stakeholders and customers that our homes are safe fit for purpose and meet the regulatory standards.  Provide options for investment in new technology's and achieve improved energy efficiency standards.",SAHA Stock Condition Data Validation Contract
60adf471824d09ebe4e3f75d,"9 June 2021, 11am",North West,"£1,800,000",https://www.contractsfinder.service.gov.uk/notice/25bf3284-6adb-4379-81df-97ddda09749b?origin=SearchResults&p=41,Open,Opportunity,Cheshire west and Chester Borough Council,13 May 2021,The Bridge School PRU  Ellesmere Port - Design and Build,The Bridge School
60adf471824d09ebe4e3f75e,"10 June 2021,  2am",England,"£76,800",https://www.contractsfinder.service.gov.uk/notice/e0acb7ae-62ff-41b5-8c01-79ba3d37b4fb?origin=SearchResults&p=41,Open,Opportunity,Health Education England,12 May 2021,"Health Education England (HEE - the Commissioner) are putting out this notice as a PIN (Prior Information Notice) with a view to completing a Direct Award. Please note that this is not a Tender opportunity and that the contracting authority intends to direct award the contract to the Nottingham Trent University (NTU)Education providers should demonstrate planning, development, accreditation and quality assured delivery of a Postgraduate Certificate Clinical Education (PGCert)  and the ability to deliver the PGCert programme. Development and support in building enough capacity and calibre of trainers/educational supervisors to ensure the effective supervision of learners and delivery of the programme.Undertake the required quality assurance development and processes to ensure the appropriateness and suitability of the practice areas used for supporting the delivery of the programme. Ensure compliance in providing the required data and other performance requirements needed to report accurately, and in a timely way, the recruitment , progression and learner programme completion outcomesThe financial envelope for the contract is £76,800. If any provider has concerns with the commissioning intentions outlined within the published documentation, please raise this via the e-Tendering Portal in the first instance within 30 days of the date of this Prior Information Notice. The closing date of this PIN is midnight on the 10th June 2021",Prior Information Notice (PIN) Postgraduate Certificate  in Clinical Education - Health Education England
60adf471824d09ebe4e3f75f,"9 June 2021, 12pm",East Midlands,"£9,380,000",https://www.contractsfinder.service.gov.uk/notice/35cceecb-dc48-4705-b2fc-221e86235296?origin=SearchResults&p=41,Open,Opportunity,NHS Midlands and Lancashire CSU,12 May 2021,"This is a call for competition.NHS West Leicestershire Clinical Commissioning Group (WL CCG) is seeking to commission a provider to deliver medical services at Thurmaston Health Centre, Leicestershire under an Alternative Provider of Medical Services contract from the 1st of October 2021 for a weighted population of 6,703 patients. The current contract is operating under caretaker arrangements that are due to expire on the 30th of September 2021. The Commissioners wish to receive responses to the Invitation to Tender (ITT) from suitably qualified and experienced Providers with the necessary skill and experience (or a demonstrable ability to provide the skill and experience) to provide the range of services required.This new procurement process (launched in May 2021) is entirely separate to a recent abandoned procurement for these services, and all Bids received will be considered entirely independently of all proceedings associated with the previous procedure. The contract shall be for a term of five (5) years from the Service start date with the possibility of extending the term by up to another 5 years beyond the initial contracted term at the Commissioner's request.  The contract start date is 1st of October 2021. The contract value for this service is variable, and estimated to be £938,513 at 2021/22 prices, and up to a total £9.39m over the potential 10-years of the contract (including extensions). Please note that the Commissioner will reject bids that do not meet the sustainability test (as defined in the ITT Annex 7, paragraph 1.4).The service will be commissioned via an open type procurement process according to the Light Touch Regime of the Procurement Contract Regulations 2015 for healthcare services advertised to all providers which is proportionate to the value and complexity of the service and contract. The invitation to tender (ITT) will be available from 12th May 2021 on the ML CSU Bravo portal (see below) and it will have a deadline for submissions of 12:00 noon on 9th June 2021. Bidder clarifications may be submitted to the Commissioner (via the ML CSU Bravo portal only) during the procurement process up to 17:00 on 2nd June 2021.We recommend current providers of similar services, providers who may be interested in providing this service, or other stakeholders who may have an interest in providing this to register on the MLCSU eProcurement portal Bravo (Jaggaer) to register their interest and get access to the ITT and all the documentation.",PROVISION OF AN ALTERNATIVE PROVIDER OF MEDICAL SERVICES (APMS) CONTRACT FOR NHS WEST LEICESTERSHIRE CLINICAL COMMISSIONING GROUP
60adf471824d09ebe4e3f760,"17 June 2021, 12pm",South West,"£675,000 to £810,000",https://www.contractsfinder.service.gov.uk/notice/8dc03a05-7508-45c9-9752-0623574482a0?origin=SearchResults&p=41,Open,Opportunity,University of Plymouth,12 May 2021,The University of Plymouth is seeking to appoint a contractor to maintain is security and people flow management systems across its estate. This will include: Automatic Doors; Internal Access Barriers; Access Controls; Car Park Barriers and Bollards; Closed Circuit Television: Intruder Alarm Sys; Shutters and Roller Doors.,Security and People Flow Systems Maintenance and Repairs
60adf471824d09ebe4e3f761,"7 June 2021, 12pm",B4 7WB,£0,https://www.contractsfinder.service.gov.uk/notice/08017e3f-aea4-4033-8acb-973ef0966b7c?origin=SearchResults&p=41,Open,Opportunity,Birmingham City Council,12 May 2021,"Birmingham City Council requires a supplier for the provision of smart text automation to citizens who are behind with their council tax payments.  This must also include a self-serve means for the citizen to provide payment via a payment link contained within the message.            This contract will be for a period of 1 year, with an additional 1-year extension, commencing 8.07.2021 until 07.07.2023 The contract will be renewed on an annual basis depending on previous performance including the ability of the provider to deliver all orders on time.            The Council will be using its free to use e-tendering system (in-tend) for the administration of this procurement process and potential suppliers must register with the system to be able to express an interest. If you wish to express an interest in this opportunity please click on the following link to access https://in-tendhost.co.uk/birminghamcc/ and submit your details to register. You will then be sent details on how to log on which will enable you to download all relevant quotation documentation.              If you are unable to register with In-tend or have any questions or problems on how to use this web site please either email us at: cps@birmingham.gov.uk or call CPS Helpdesk on 0121 464 8000.            Your completed quotation submission should be returned by noon on 7th June 2021 via the 'in-tend' system https://in-tendhost.co.uk/birminghamcc",109099 - Revenues Smart Text Payment
