_id,created_ID,degree_type,other_supervisor,title
61117cbbd6f9d1d8a124aa3d,5097924645,PhD,Prof Ian Masters,Experimental Investigations and Modelling of the Anisotropic Viscoelastic behaviour of the Human Oesophagus (current)
61117cc0d6f9d1d8a124aad0,6159050558,PhD,Dr Matt Carnie,Photochemical Characterisation of Perovskites to Inform Stability and Sustainability (current)
61117cc1d6f9d1d8a124aae6,6159050558,PhD,Dr Cecile Charbonneau,Dr Matt Carnie (awarded 2021)
61117cc1d6f9d1d8a124aae7,6159050558,PhD,Prof James Durrant,Improving the aesthetics and performance of perovskite materials for photovoltaics. (awarded 2020)
61117cc2d6f9d1d8a124aafe,6159050558,EngD,Dr Matt Carnie,Dr Cecile Charbonneau (current)
61117cc2d6f9d1d8a124aaff,6159050558,EngD,Dr Rhys Charles,Shining a Light on the Photochemistry of Methylammonium Lead Iodide Perovskite for Solar Cell Applications (current)
61117cc2d6f9d1d8a124ab16,6159050558,EngD,Dr Matt Carnie,Prof James Durrant (current)
61117cc2d6f9d1d8a124ab17,6159050558,MRes,Dr Matt Carnie,Formulating the Future - An Automotive Clear Coat for the Construction Market (awarded 2017)
61117cc3d6f9d1d8a124ab2d,6159050558,MSc,Mr Rhys Charles,Dr Matt Carnie (current)
61117cc4d6f9d1d8a124ab42,6159050558,MSc,Mr Stoichko Dimitrov,Additive Manufacturing as a Tool for Sustainable Modelling of Functional Components (awarded 2020)
61117cc5d6f9d1d8a124ab56,6159050558,MSc,Prof Richard Johnston,Dr Rhys Charles (awarded 2021)
61117cc5d6f9d1d8a124ab57,6159050558,MSc,Null,Development of the Latest Generation of Prefinished Steels with a Clear Impermeable Coating (awarded 2019)
61117cc9d6f9d1d8a124abb8,4135783280,PhD,Dr Matthew Davies,Photochemical Characterisation of Perovskites to Inform Stability and Sustainability (current)
61117ccad6f9d1d8a124abca,4135783280,PhD,Dr Deepak Sahoo,Dr Matthew Davies (current)
61117ccbd6f9d1d8a124abdb,4135783280,PhD,Dr Christian Bryant,BUILDING THE DIGITAL FUTURE WITH SELF-POWERED INTERNET OF THINGS (IOT)«br /»«br /»«br /»«br /»«br /»«br /» (current)
61117ccbd6f9d1d8a124abdc,4135783280,PhD,Prof Nicholas Lavery,Dr Deepak Sahoo (awarded 2021)
61117cccd6f9d1d8a124abed,4135783280,PhD,Prof Trystan Watson,Ultra-Thin Flexible Silicon-Perovskite Tandem Solar Cells (awarded 2018)
61117cccd6f9d1d8a124abee,4135783280,EngD,Dr Matthew Davies,Dr Christian Bryant (current)
61117cccd6f9d1d8a124abff,4135783280,EngD,Prof Nicholas Lavery,Organic and hybrid printable thermoelectric materials (current)
61117cccd6f9d1d8a124ac00,4135783280,EngD,Dr Christian Griffiths,Prof Nicholas Lavery (current)
61117ccdd6f9d1d8a124ac11,4135783280,EngD,Dr Matthew Davies,"'Optimisation of Perovskite Solar Cells For Slot-Die Coating' (current)"
61117ccdd6f9d1d8a124ac12,4135783280,EngD,Dr Ian Mabbett,Prof Trystan Watson (current)
61117cced6f9d1d8a124ac23,4135783280,EngD,Prof Cris Arnold,Formulating the Future - An Automotive Clear Coat for the Construction Market (current)
61117ccfd6f9d1d8a124ac34,4135783280,MRes,Dr Matthew Davies,Dr Matthew Davies (awarded 2017)
61117cd4d6f9d1d8a124acaf,9939749939,PhD,Prof Liam Kilduff,Untitled (current)
61117cd4d6f9d1d8a124acbe,9939749939,PhD,Prof Luca Borger,Prof Liam Kilduff (current)
61117cd4d6f9d1d8a124acbf,9939749939,PhD,Prof Luca Borger,"Solving the MOVement Rubik’s Cube: uncovering intra and interspecific movement strategies of large herbivores subjected to 6«br /»«br /»«br /»«br /»«br /»«br /»«br /»«br /»«br /»
major movement constraints (current)"
61117cd5d6f9d1d8a124acc5,3896027545,PhD,Dr Augustine Egwebe,Development of a Coordinated Energy Management System for Improving the Integration of Renewable Energy Sources in Qatar (current)
61117cd5d6f9d1d8a124acc6,3896027545,PhD,Dr Martin Clift,Dr Augustine Egwebe (awarded 2020)
61117cd5d6f9d1d8a124accf,9939749939,PhD,Prof Lijie Li,Prof Luca Borger (awarded 2021)
61117cd5d6f9d1d8a124acd0,9939749939,PhD,Dr Ines Fuertbauer,Alpine ungulates movement (ALPEN): Quantification of spatiotemporal environmental energetics and social interaction. (awarded 2020)
61117cd5d6f9d1d8a124acd6,3896027545,PhD,Dr Richard Cobley,Controlling the toxicity of Zinc Oxide Nanowires in in vitro skin models (awarded 2021)
61117cd5d6f9d1d8a124acd7,3896027545,PhD,Dr Richard Cobley,Dr Martin Clift (awarded 2020)
61117cd6d6f9d1d8a124ace0,9939749939,PhD,Dr Andrew King,Prof Luca Borger (awarded 2019)
61117cd6d6f9d1d8a124ace1,9939749939,MSc,Dr Ines Fuertbauer,First principle based Research on Thermoelectrical of Graphene and twisted bilayer GaN (current)
61117cd6d6f9d1d8a124ace7,3896027545,PhD,Prof Vincent Teng,Mica as an Ultra-Flat Substrate for Studying Mechanically Exfoliated Graphene (current)
61117cd6d6f9d1d8a124ace8,3896027545,PhD,Dr Richard Cobley,Dr Richard Cobley (awarded 2017)
61117cd7d6f9d1d8a124acf1,9939749939,MSc,Dr Andrew King,Prof Lijie Li (current)
61117cd7d6f9d1d8a124acf2,9939749939,MSc,Prof Liam Kilduff,Tracking and analysis of movement at different scales: from endosomes to humans (current)
61117cd7d6f9d1d8a124acf8,3896027545,EngD,Prof Geraint Williams,Synthesis and Controlled Bubble Deposition ZnO Nanowires for Scale-up Applications (current)
61117cd7d6f9d1d8a124acf9,3896027545,MSc,Prof Richard Palmer,Dr Richard Cobley (awarded 2020)
61117ce2d6f9d1d8a124ae30,6389007972,PhD,Dr Mike Jennings,Deep Learning in Computational Fluid Dynamics (current)
61117ce3d6f9d1d8a124ae48,6389007972,PhD,Dr Igor Sazonov,Dr Mike Jennings (awarded 2021)
61117ce3d6f9d1d8a124ae49,6389007972,PhD,Prof Perumal Nithiarasu,"A Loosely-Coupled Passive Dynamics and Finite Element based«br /»
Model for Minimising Biomechanically Driven Unhealthy Joint«br /»
Loads during Walking in Transtibial Amputees (awarded 2020)"
61117ce4d6f9d1d8a124ae63,6389007972,PhD,Prof Michael Friswell,Dr Igor Sazonov (awarded 2018)
61117ce4d6f9d1d8a124ae64,6389007972,PhD,Prof Perumal Nithiarasu,Manufacturing Process Causal Knowledge Discovery using Modified Random Forest based Predictive Model. (awarded 2018)
61117ce5d6f9d1d8a124ae7c,6389007972,EngD,Dr Nicholas Owen,Prof Perumal Nithiarasu (current)
61117ce5d6f9d1d8a124ae7d,6389007972,MSc,Dr Will Harrison,Dynamic Walking Models to Understand the Effects of Asymmetric Gait Characteristics (current)
61117ce6d6f9d1d8a124ae95,6389007972,MSc,Dr Sam Rolland,Prof Michael Friswell (awarded 2019)
61117d13d6f9d1d8a124b24b,6849649489,PhD,Dr Hamed Haddad Khodaparast,"Previous:«br /»
''Real Time Digital Twins for Structural Health Diagnostics''«br /»
«br /»
Current:«br /»
''Stochastic modelling and updating in structures using machine learning'' (current)"
61117d14d6f9d1d8a124b25a,6849649489,PhD,Dr Shakir Jiffri,Dr Hamed Haddad Khodaparast (current)
61117d14d6f9d1d8a124b268,6849649489,PhD,Dr Hamed Haddad Khodaparast,Active Control of Nonlinear Aeroelasticity (current)
61117d15d6f9d1d8a124b276,6849649489,PhD,Dr Alexander Shaw,Dr Shakir Jiffri (awarded 2020)
61117d16d6f9d1d8a124b284,6849649489,PhD,Dr Hamed Haddad Khodaparast,Nonlinear Model Updating in Structural Dynamics (awarded 2019)
61117d16d6f9d1d8a124b292,6849649489,PhD,Prof Sondipon Adhikari,Dr Hamed Haddad Khodaparast (awarded 2019)
61117d17d6f9d1d8a124b2a0,6849649489,PhD,Dr Hamed Haddad Khodaparast,The Non-linear Dynamics of Rotor-Stator Contact (awarded 2018)
61117d18d6f9d1d8a124b2ae,6849649489,PhD,Dr Rajesh Ransing,Dr Alexander Shaw (awarded 2018)
61117d19d6f9d1d8a124b2bc,6849649489,PhD,Prof Sondipon Adhikari,Modelling and Experimental Validation of Eddy Current Sensors for Blade Tip Timing (awarded 2017)
61117d19d6f9d1d8a124b2ca,6849649489,EngD,Dr Hamed Haddad Khodaparast,Dr Hamed Haddad Khodaparast (awarded 2017)
61117d1ad6f9d1d8a124b2d8,6849649489,MSc,Prof Sondipon Adhikari,Modelling of porous piezoelectric material with applications to vibration energy harvesting (awarded 2019)
61117d1dd6f9d1d8a124b320,3781890990,PhD,Dr Neil Bezodis,Generalisable FPCA-based models for predicting peak power in vertical jumping using accelerometer data (current)
61117d1dd6f9d1d8a124b321,3781890990,PhD,Prof Owen Guy,Dr Neil Bezodis (awarded 2020)
61117d1ed6f9d1d8a124b330,3781890990,PhD,Prof Kenith Meissner,Towards a graphene chip system for blood clotting disease diagnostics (awarded 2020)
61117d1ed6f9d1d8a124b331,3781890990,PhD,Prof Gareth Stratton,Prof Owen Guy (awarded 2018)
61117d1fd6f9d1d8a124b340,3781890990,MSc,Prof Kenith Meissner,Application of Optical Analyses to Cancer Therapeutics and Diagnostics (awarded 2020)
61117d2ed6f9d1d8a124b3d3,7527529814,PhD,Dr Eifion Jewell,Slot die pre-metered coating process for organic coating of architectural steels (current)
61117d2fd6f9d1d8a124b3e1,7527529814,PhD,Dr Wing Chung Tsoi,Dr Eifion Jewell (current)
61117d30d6f9d1d8a124b3f6,7527529814,PhD,Dr Eifion Jewell,Fabrication and characterisation of flexible perovskite solar cells for space applications (current)
61117d31d6f9d1d8a124b408,7527529814,PhD,Prof David Worsley,Dr Wing Chung Tsoi (current)
61117d32d6f9d1d8a124b419,7527529814,PhD,Dr Wing Chung Tsoi,The Influence of the Manufacturing Environment on the Performance of Printed Perovskite Solar Cells (current)
61117d33d6f9d1d8a124b42b,7527529814,PhD,Dr Moritz Kuehnel,Dr Eifion Jewell (current)
61117d35d6f9d1d8a124b43c,7527529814,PhD,Dr Eifion Jewell,Buildings as Power Stations for Rural Indian Applications (current)
61117d36d6f9d1d8a124b447,9868132974,PhD,Dr Llion Evans,The effect of length scales and data resolution on image-based simulation (current)
61117d37d6f9d1d8a124b44e,7527529814,PhD,Dr Eifion Jewell,Prof David Worsley (current)
61117d37d6f9d1d8a124b45a,9868132974,PhD,Dr Natalie Wint,Dr Llion Evans (current)
61117d38d6f9d1d8a124b461,7527529814,PhD,Dr Eifion Jewell,Feasibility of Perovskite Solar Cells for Space Applications (current)
61117d39d6f9d1d8a124b46f,9868132974,PhD,Dr Amit Das,Corrosion Behaviour of Additive Manufactured High Entropy Alloys (current)
61117d3ad6f9d1d8a124b476,7527529814,PhD,Dr Eifion Jewell,Dr Wing Chung Tsoi (awarded 2020)
61117d3ad6f9d1d8a124b487,9868132974,PhD,Prof Robert Lancaster,Dr Natalie Wint (current)
61117d3bd6f9d1d8a124b48e,7527529814,PhD,Dr Cecile Charbonneau,Developing a Photoelectrocatalysis System For Water Pollutant Treatment (current)
61117d3cd6f9d1d8a124b49f,9868132974,PhD,Prof James Sullivan,Microstructure Modification and Property Optimisation of IN713C Nickel Based Superalloy Produced via Investment Casting (awarded 2021)
61117d3dd6f9d1d8a124b4a6,7527529814,PhD,Dr Matt Carnie,Dr Moritz Kuehnel (awarded 2018)
61117d3ed6f9d1d8a124b4b5,9868132974,PhD,Dr Matt Carnie,Dr Amit Das (awarded 2019)
61117d3fd6f9d1d8a124b4bc,7527529814,PhD,Prof David Worsley,Development and amelioration of green solvent systems for use in printed mesoscopic carbon perovskite solar cells (awarded 2019)
61117d40d6f9d1d8a124b4cc,9868132974,PhD,Prof Steve Brown,Prof Robert Lancaster (awarded 2020)
61117d40d6f9d1d8a124b4d3,7527529814,EngD,Dr Eifion Jewell,Dr Eifion Jewell (current)
61117d41d6f9d1d8a124b4e4,9868132974,PhD,Prof Steve Brown,Assessing and understanding the corrosion performance of additively manufactured iron based alloys and other industry relevant materials. (awarded 2019)
61117d42d6f9d1d8a124b4eb,7527529814,EngD,Dr Wing Chung Tsoi,Roll to Roll Processing of Perovskite Solar Cells (current)
61117d42d6f9d1d8a124b4fb,9868132974,PhD,Dr Soran Birosca,Prof James Sullivan (awarded 2018)
61117d43d6f9d1d8a124b502,7527529814,EngD,Dr Eifion Jewell,Dr Eifion Jewell (current)
61117d44d6f9d1d8a124b512,9868132974,EngD,Prof Steve Brown,Organic and hybrid printable thermoelectric materials (current)
61117d45d6f9d1d8a124b519,7527529814,EngD,Dr Eifion Jewell,Multispectral manufacturing: Making light work of steel processing (current)
61117d45d6f9d1d8a124b529,9868132974,EngD,Dr Matt Carnie,Dr Matt Carnie (current)
61117d46d6f9d1d8a124b530,7527529814,EngD,Dr Justin Searle,Dr Eifion Jewell (current)
61117d47d6f9d1d8a124b540,9868132974,EngD,Prof Steve Brown,High throughput methodologies and materials characterisation for the optimisation and discovert of new alloys (current)
61117d48d6f9d1d8a124b547,7527529814,EngD,Dr Eifion Jewell,Development of scale-up of fully printable perovskite solar modules (current)
61117d48d6f9d1d8a124b557,9868132974,EngD,Prof Steve Brown,Prof Steve Brown (current)
61117d49d6f9d1d8a124b55e,7527529814,EngD,Dr Justin Searle,Dr Eifion Jewell (current)
61117d4ad6f9d1d8a124b56e,9868132974,EngD,Prof Cameron Pleydell-Pearce,&quot;Investigation into Additive Manufacturing for Controlling Thermal Expansion in Optical Applications.&quot; (current)
61117d4ad6f9d1d8a124b575,7527529814,EngD,Prof David Worsley,Precursor Formulation and Ink Jet Processing of TiO2 Compact Layers for the Manufacture of Photovoltaic Devices (current)
61117d4bd6f9d1d8a124b585,9868132974,EngD,Prof Steve Brown,Prof Steve Brown (current)
61117d4dd6f9d1d8a124b58c,7527529814,MSc,Dr Eifion Jewell,Dr Cecile Charbonneau (current)
61117d4ed6f9d1d8a124b59c,9868132974,EngD,Prof Steve Brown,The Effects of Microstructure and Microtexture Generated during Solidification on Deformation Micromechanism in IN713C Nickel Based Superalloy (current)
61117d4fd6f9d1d8a124b5a3,7527529814,MSc,Dr Wing Chung Tsoi,"'Optimisation of Perovskite Solar Cells For Slot-Die Coating' (current)"
61117d50d6f9d1d8a124b5b3,9868132974,EngD,Dr Andrew Rees,Dr Soran Birosca (awarded 2021)
61117d50d6f9d1d8a124b5ba,7527529814,MSc,Dr Katherine Hooper,Dr Matt Carnie (awarded 2018)
61117d51d6f9d1d8a124b5ca,9868132974,EngD,Prof David Penney,"'Scandium Metal Processing for Aerospace Application' (awarded 2021)"
61117d52d6f9d1d8a124b5d1,7527529814,MSc,Null,"'Stability and encapsulation studies of perovskite solar cells' (awarded 2017)"
61117d52d6f9d1d8a124b5e1,9868132974,EngD,Prof David Penney,Prof Steve Brown (current)
61117d54d6f9d1d8a124b5f9,9868132974,EngD,Prof Steve Brown,Pseudo 3-D printing of thermoelectric elements in an integrated steel plant (current)
61117d55d6f9d1d8a124b60f,9868132974,EngD,Prof Steve Brown,Dr Matt Carnie (awarded 2019)
61117d57d6f9d1d8a124b624,9868132974,EngD,Prof Johann Sienz,Development of improved formability Advanced High strength Steels (awarded 2018)
61117d58d6f9d1d8a124b639,9868132974,EngD,Prof Steve Brown,Prof Steve Brown (awarded 2018)
61117d59d6f9d1d8a124b64e,9868132974,MPhil,Prof Steve Brown,Wear and Impact analysis of a granular flow using 3D Discrete Element Method simulations (awarded 2019)
61117d63d6f9d1d8a124b6e8,6518021608,PhD,Dr Meghdad Fazeli,Novel antenna arrays for new low cost applications. (current)
61117d64d6f9d1d8a124b6fd,6518021608,PhD,Dr Meghdad Fazeli,Dr Meghdad Fazeli (awarded 2019)
61117d65d6f9d1d8a124b6fe,6518021608,PhD,Dr Meghdad Fazeli,Low Profile Beam-steering Antenna with Meta Materials (awarded 2018)
61117d66d6f9d1d8a124b714,6518021608,PhD,Dr Meghdad Fazeli,Dr Meghdad Fazeli (awarded 2018)
61117d67d6f9d1d8a124b72a,6518021608,EngD,Prof Davide Deganello,Four-arm Circularly Polarized Tilted Beam Curl antenna and their array for beam steering applications (current)
61117d76d6f9d1d8a124b803,5785772249,PhD,Dr Spencer Jeffs,Aqueous Corrosion-Fatigue of Custom 450. (current)
61117d77d6f9d1d8a124b814,5785772249,PhD,Prof Mark Whittaker,Dr Spencer Jeffs (current)
61117d78d6f9d1d8a124b825,5785772249,PhD,Prof Mark Whittaker,Novel mechanical evaluation of LBP-DED repairs on abradable systems (current)
61117d79d6f9d1d8a124b836,5785772249,PhD,Dr Spencer Jeffs,Prof Mark Whittaker (current)
61117d7ad6f9d1d8a124b846,5785772249,PhD,Dr Amit Das,Effect of Powder Recycling on Mechanical Properties of Laser Powder Bed Stainless Steel for Nuclear Applications (current)
61117d7cd6f9d1d8a124b856,5785772249,PhD,Prof Nicholas Lavery,Prof Mark Whittaker (current)
61117d7dd6f9d1d8a124b866,5785772249,PhD,Dr Spencer Jeffs,Corrosion between composites and non-corrosion resistant steel (current)
61117d7ed6f9d1d8a124b876,5785772249,PhD,Prof Mark Whittaker,Dr Spencer Jeffs (current)
61117d7fd6f9d1d8a124b885,5785772249,PhD,Prof Richard Johnston,Microstructure Modification and Property Optimisation of IN713C Nickel Based Superalloy Produced via Investment Casting (awarded 2019)
61117d81d6f9d1d8a124b894,5785772249,PhD,Prof Geraint Williams,Dr Amit Das (awarded 2018)
61117d82d6f9d1d8a124b8a3,5785772249,EngD,Prof David Worsley,Prof Nicholas Lavery (current)
61117d83d6f9d1d8a124b8b2,5785772249,EngD,Prof Richard Johnston,Environmentally induced damage propagation with localised stresses in CMCs (current)
61117d84d6f9d1d8a124b8c1,5785772249,EngD,Dr Spencer Jeffs,Dr Spencer Jeffs (current)
61117d86d6f9d1d8a124b8d0,5785772249,EngD,Prof Mark Whittaker,Localised Mechanical Characterisation of High Integrity Material Addition Repairs in Titanium Alloys (current)
61117d87d6f9d1d8a124b8df,5785772249,EngD,Dr Helen Davies,Prof Mark Whittaker (awarded 2021)
61117d89d6f9d1d8a124b8ee,5785772249,EngD,Dr Helen Davies,"The investigation of the mechanical and microscopic evolution of additive manufactured aerospace components.«br /»«br /»«br /»«br /»«br /»«br /»«br /»
«br /»«br /»«br /»«br /»«br /»«br /»«br /»
New title - Novel test techniques to characterise the mechanical performance of additive manufactured aerospace alloys. (current)"
61117d8ad6f9d1d8a124b8fd,5785772249,EngD,Prof Mark Whittaker,Prof Richard Johnston (awarded 2019)
61117d8cd6f9d1d8a124b90c,5785772249,EngD,Prof David Worsley,Improved Melt pool monitoring systems for laser metal deposition processes (awarded 2019)
61117d8dd6f9d1d8a124b91b,5785772249,EngD,Prof David Worsley,Prof Geraint Williams (awarded 2019)
61117d8ed6f9d1d8a124b92a,5785772249,MSc,Prof David Worsley,High Temperature Thermo Mechanical Faitigue Behaviour of Single Crystal Nickel Based SuperAlloy CMSX-4 (current)
61117d90d6f9d1d8a124b939,5785772249,MSc,Prof Mark Whittaker,Prof David Worsley (awarded 2019)
61117d91d6f9d1d8a124b945,8526936818,PhD,Dr Leo Prakash,"Powder characterisation, microstructure, and mechanical property evaluation of
IN 625 and IN718 during selective laser melting and heat treatment (current)"
61117d91d6f9d1d8a124b948,5785772249,MSc,Prof Mark Whittaker,Understanding the Effect of Surface Finish on the Fatigue Performance of Additive Manufactured Aerospace Components (awarded 2020)
61117d93d6f9d1d8a124b952,3944179072,PhD,Dr Frederic Boy,Development and evaluation of low-cost sensors and sensor network for air quality monitoring (current)
61117d93d6f9d1d8a124b954,8526936818,PhD,Prof Nicholas Lavery,Dr Leo Prakash (awarded 2019)
61117d94d6f9d1d8a124b961,3944179072,PhD,Prof David Gethin,Dr Frederic Boy (awarded 2021)
61117d94d6f9d1d8a124b963,8526936818,PhD,Prof Nicholas Lavery,High throughput methodologies and materials characterisation for the optimisation and discovert of new alloys (awarded 2020)
61117d96d6f9d1d8a124b971,3944179072,PhD,Prof David Gethin,"Printed Coplanar batteries
Materials, Processing and Parametrisation (current)"
61117d96d6f9d1d8a124b973,8526936818,PhD,Prof Nicholas Lavery,Prof Nicholas Lavery (awarded 2018)
61117d97d6f9d1d8a124b980,3944179072,PhD,Prof David Gethin,Prof David Gethin (awarded 2017)
61117d97d6f9d1d8a124b982,8526936818,PhD,Prof Johann Sienz,&quot;Investigation into Additive Manufacturing for Controlling Thermal Expansion in Optical Applications.&quot; (current)
61117d98d6f9d1d8a124b98f,3944179072,PhD,Prof David Gethin,Study of the Influence of Calcium Carbonate as a functional filler in Polyamide 12 - Manipulation of the thermal and mechanical properties«br /»«br /» (awarded 2019)
61117d98d6f9d1d8a124b991,8526936818,EngD,Prof Nicholas Lavery,Prof Nicholas Lavery (current)
61117d9ad6f9d1d8a124b99e,3944179072,EngD,Prof Davide Deganello,Prof David Gethin (current)
61117d9ad6f9d1d8a124b9a0,8526936818,EngD,Prof Nicholas Lavery,"'Scandium Metal Processing for Aerospace Application' (current)"
61117d9cd6f9d1d8a124b9ac,3944179072,EngD,Dr Christopher Phillips,"''Controlling large area film formation and drying for printed Polymer OLED devices'' (current)"
61117d9cd6f9d1d8a124b9ae,8526936818,EngD,Prof Nicholas Lavery,Prof Nicholas Lavery (current)
61117d9dd6f9d1d8a124b9bb,3944179072,EngD,Dr Christopher Phillips,Prof David Gethin (awarded 2020)
61117d9dd6f9d1d8a124b9bd,8526936818,EngD,Prof Nicholas Lavery,"'Investigation into the mechanical properties and microstructure of stainless steel 316L additively manufactured parts' (current)"
61117d9ed6f9d1d8a124b9ca,3944179072,EngD,Dr David Warren,Performance of Printed batteries (current)
61117d9ed6f9d1d8a124b9cc,8526936818,EngD,Prof Nicholas Lavery,Prof Johann Sienz (current)
61117d9fd6f9d1d8a124b9d8,3944179072,EngD,Prof David Gethin,Prof David Gethin (awarded 2020)
61117d9fd6f9d1d8a124b9da,8526936818,EngD,Prof David Penney,Development of improved formability Advanced High strength Steels (awarded 2021)
61117da0d6f9d1d8a124b9e7,3944179072,EngD,Dr Justin Searle,Interaction of formulation with the performance of functional inks and resins (awarded 2020)
61117da0d6f9d1d8a124b9e9,8526936818,EngD,Prof Nicholas Lavery,Prof Nicholas Lavery (current)
61117da1d6f9d1d8a124b9f5,3944179072,EngD,Prof David Gethin,Prof Davide Deganello (awarded 2019)
61117da1d6f9d1d8a124b9f7,8526936818,EngD,Dr Helen Davies,Wear and Impact analysis of a granular flow using 3D Discrete Element Method simulations (current)
61117da3d6f9d1d8a124ba03,3944179072,EngD,Prof Davide Deganello,"Key to the realisation of smart packaging is the development of appropriate sensors, coatings and integration with electronics. This project will research appropriate sensors for food spoilage, complimentary active coatings and then their integration with chipless RFID. This project will also address the scale up to volume production. Gravure printing is seen as the most likely candidate process for this technology, although the offset and flexo printing will be included in the assessment process. (awarded 2019)"
61117da3d6f9d1d8a124ba05,8526936818,EngD,Prof Nicholas Lavery,Prof Nicholas Lavery (awarded 2018)
61117da5d6f9d1d8a124ba11,3944179072,MSc,Prof David Gethin,Dr Christopher Phillips (current)
61117da5d6f9d1d8a124ba13,8526936818,EngD,Prof Cameron Pleydell-Pearce,Modelling and validation of Laser Powder Bed Fusion for the Optimisation of Laser Parameters (awarded 2018)
61117da6d6f9d1d8a124ba1f,3944179072,MSc,Dr Justin Searle,Advanced manufacture by screen printing (current)
61117da6d6f9d1d8a124ba21,8526936818,EngD,Prof Nicholas Lavery,Prof Nicholas Lavery (awarded 2018)
61117da7d6f9d1d8a124ba2f,8526936818,MPhil,Prof Nicholas Lavery,Pelletisation of ferrous by-products (awarded 2019)
61117da8d6f9d1d8a124ba3e,8526936818,MRes,Prof David Worsley,Prof Nicholas Lavery (awarded 2019)
61117da9d6f9d1d8a124ba4f,8526936818,MRes,Prof David Worsley,Numerical Modelling and Experimental Verification of an Induction Investment Casting Process (awarded 2018)
61117daad6f9d1d8a124ba5d,8526936818,MRes,Prof David Worsley,Prof Nicholas Lavery (awarded 2018)
61117dabd6f9d1d8a124ba6a,8526936818,MRes,Dr Amit Das,Application of non-spherical discrete element methods to the blast furnace (awarded 2018)
61117dabd6f9d1d8a124ba6b,3338421500,PhD,Dr Will Harrison,"'Bioinspired Lightweight Structural Vehicle Design Through Advanced Correlative Microscopy'. (current)"
61117dacd6f9d1d8a124ba77,8526936818,MRes,Dr Amit Das,Prof David Penney (awarded 2018)
61117dacd6f9d1d8a124ba78,3338421500,PhD,Prof Cameron Pleydell-Pearce,Dr Will Harrison (current)
61117dadd6f9d1d8a124ba82,8526936818,MRes,Dr Amit Das,Gas Flow Modelling and Validation for the design of new Particulate Collection systems in Laser Powder Bed Fusion. (awarded 2017)
61117dadd6f9d1d8a124ba83,3338421500,PhD,Prof Robert Lancaster,Quantitive polarised light microscopy of metals. (current)
61117dadd6f9d1d8a124ba8d,8526936818,MSc,Dr Amit Das,Prof Nicholas Lavery (awarded 2020)
61117dadd6f9d1d8a124ba8e,3338421500,PhD,Dr Elizabeth Sackett,Prof Cameron Pleydell-Pearce (current)
61117daed6f9d1d8a124ba98,8526936818,MSc,Dr Iwan Griffiths,High Integrity Joining and Repair of Gamma Titanium Aluminides (awarded 2018)
61117daed6f9d1d8a124ba99,3338421500,PhD,Dr Nicholas Owen,"The investigation of the mechanical and microscopic evolution of additive manufactured aerospace components.«br /»«br /»«br /»«br /»«br /»«br /»«br /»
«br /»«br /»«br /»«br /»«br /»«br /»«br /»
New title - Novel test techniques to characterise the mechanical performance of additive manufactured aerospace alloys. (awarded 2019)"
61117dafd6f9d1d8a124baa5,3338421500,PhD,Prof Siwan Davies,Prof Robert Lancaster (awarded 2020)
61117db0d6f9d1d8a124bab2,3338421500,PhD,Prof David Worsley,Integration of nanomechanical property testing in a correlative imaging workflow (awarded 2018)
61117db0d6f9d1d8a124bab8,1890427583,PhD,Dr James Cronin,Multiplexed in vitro assay for genetic toxicology screening (current)
61117db0d6f9d1d8a124babc,3338421500,PhD,Prof David Worsley,Dr Elizabeth Sackett (awarded 2017)
61117db1d6f9d1d8a124bac2,1890427583,PhD,Dr George Johnson,Dr James Cronin (awarded 2019)
61117db1d6f9d1d8a124bac6,3338421500,EngD,Prof Robert Lancaster,Molecular x-ray micro-computer tomography and photogrammetric analysis of the human remains from the Mary Rose. (current)
61117db2d6f9d1d8a124bacc,1890427583,PhD,Dr Pavel Loskot,Dr George Johnson (awarded 2018)
61117db2d6f9d1d8a124bad0,3338421500,EngD,Prof Cameron Pleydell-Pearce,Dr Nicholas Owen (current)
61117db2d6f9d1d8a124bad6,1890427583,MSc,Dr Anthony Higgins,Computational Models and Bayesian Analysis of Genetic Networks (current)
61117db3d6f9d1d8a124bada,3338421500,EngD,Dr Sam Rolland,Exploring the structure and displacement of tephra deposits using X-ray microtomography (awarded 2017)
61117db3d6f9d1d8a124badf,1890427583,MSc,Prof Christopher George,Dr Pavel Loskot (current)
61117db3d6f9d1d8a124bae3,3338421500,MSc,Dr Raoul Van Loon,Prof Siwan Davies (awarded 2021)
61117db4d6f9d1d8a124baec,3338421500,MSc,Dr Rhys Charles,"'Bioinspired investigation via x-ray computed micromography' (awarded 2019)"
61117db5d6f9d1d8a124baf6,3338421500,MSc,Dr Elizabeth Sackett,Prof David Worsley (awarded 2019)
61117dcad6f9d1d8a124bbfb,9140118669,PhD,Prof Geraint Williams,Corrosion studies on Magnesium and magnesium containing alloys (awarded 2018)
61117dcad6f9d1d8a124bc02,9140118669,PhD,Prof Hamilton Mcmurray,Prof Geraint Williams (awarded 2019)
61117dcbd6f9d1d8a124bc09,9140118669,PhD,Prof Geraint Williams,Prof Hamilton Mcmurray (awarded 2018)
61117dcbd6f9d1d8a124bc10,9140118669,EngD,Prof Hamilton Mcmurray,A systematic study of phosphate based pigments to inhibit the cathodic disbondment of organically coated hot dipped galvanised steels (awarded 2020)
